molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa530>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa580>,CCCCCCCCCCC(C)C(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa5d0>,CCCCCC(C)CCC(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa620>,CCCCCCCCCC(C)CCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa670>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa6c0>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa710>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa760>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa7b0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa800>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa850>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa8a0>,CCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa8f0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa940>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa990>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa9e0>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faa30>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faa80>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faad0>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fab20>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fab70>,CCCCCCCCCCCCC(C)CCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fabc0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fac10>,CCCCCCCCCCCCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fac60>,CCCCCCCCC(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86facb0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fad00>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fad50>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fada0>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fadf0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fae40>,CCCCCCCCC(C)CC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fae90>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faee0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faf30>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86faf80>,CCCCCCCCCCCC(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f030>,CCCCCCCCCCCC(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f080>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f0d0>,CCCCCCCCCCCCCCCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f120>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f170>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f1c0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f210>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f260>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f2b0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f300>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f350>,CCCCCCCCC(CCC)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f3a0>,CCCCCCCCC(C)C(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f3f0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f440>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f490>,CCCCCCCCC(C)C(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f4e0>,CCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f530>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f580>,CCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f5d0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f620>,CCCCCCC(C)C(C)C(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f670>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f6c0>,CCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f710>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f760>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f7b0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f800>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f850>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f8a0>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f8f0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f940>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f990>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871f9e0>,CCCCCCCCCCC(C)C(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fa30>,CCCCCCCCC(C)CCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fa80>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fad0>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fb20>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fb70>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fbc0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fc10>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fc60>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fcb0>,CCCCCCCCCCCC(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fd00>,CCCCCCCCCCC(CCC)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fd50>,CCCCCCCCCCCCC(C)CCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fda0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fdf0>,CCCC(C)CCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fe40>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fe90>,CCCCCCCCCCC(C)C(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871fee0>,CCCCCCCCCC(C)C(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ff30>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ff80>,CCCCCCCC(C)CCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c030>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c080>,CCCCCCCCCC(C)CC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c0d0>,CCCCCCCCCCC(C)C(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c120>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c170>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c1c0>,CCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c210>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c260>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c2b0>,CCCCCCCCCCCCCC(C)CCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c300>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c350>,CCCCCCCCCCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c3a0>,CCCCCCCCCC(C)C(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c3f0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c440>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c490>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c4e0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c530>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c580>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c5d0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c620>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c670>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c6c0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c710>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c760>,CCCCCCCCCC(CC)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c7b0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c800>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c850>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c8a0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c8f0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c940>,CCCCC(C)CCC(C)C(C)CCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c990>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871c9e0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ca30>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ca80>,CCCCCCCCCCC(C)CCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cad0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cb20>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cb70>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cbc0>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cc10>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cc60>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ccb0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cd00>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cd50>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cda0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cdf0>,CCCCCCCCCCC(C)C(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ce40>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871ce90>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cee0>,CCCCCCCCCCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cf30>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e871cf80>,CCCCCCCCCCCCC(C)CCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728030>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728080>,CCCCCCCCC(C)C(C)(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87280d0>,CCCCC(C)C(C)C(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728120>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728170>,CCCCCCCCC(C)C(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87281c0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728210>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728260>,CCCCCCCCCCC(C)C(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87282b0>,CCCCCCCCCCCCC(C)(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728300>,CCCCC(C)CCCC(C)C(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728350>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87283a0>,CCCCCCCCCCC(C)CCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87283f0>,CCCCCCCC(C)CCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728440>,CCCCCCCCCC(C)CCC(C)CC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728490>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87284e0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728530>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728580>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87285d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728620>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728670>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87286c0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728710>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728760>,CCCCCCCCC(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87287b0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728800>,CCCCCCC(C)C(C)C(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728850>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87288a0>,CCCCCCCCCC(C)CC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87288f0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728940>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728990>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e87289e0>,CCCCCCCCC(C)C(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728a30>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728a80>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728ad0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728b20>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728b70>,CCCCCCCCC(C)CCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728bc0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728c10>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728c60>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728cb0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728d00>,CCCCCCCC(CCCCCCC)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728d50>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728da0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728df0>,CCCCCCCC(C)C(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728e40>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728e90>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728ee0>,CCCCCC(C)CCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728f30>,CCCCCCCCCCCCCCC(C)CC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8728f80>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208030>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208080>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82080d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208120>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208170>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82081c0>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208210>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e86fa4e0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82082b0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208300>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8208350>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82083a0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
